33.19442,-117.38428
33.19695,-117.38638
33.19699,-117.38642
33.19699,-117.38642
33.19699,-117.38642
33.19695,-117.38638
33.19746,-117.38553
33.19802,-117.38454
33.19837,-117.38398
33.19839,-117.384
33.19837,-117.38403
33.19839,-117.384
33.19922,-117.38471
33.20008,-117.3854
33.19992,-117.38569
33.20069,-117.3864
33.20097,-117.3866
33.20146,-117.3869
33.20249,-117.38758
33.20378,-117.38802
33.20459,-117.38642
33.20712,-117.38409
33.21073,-117.3787
33.21216,-117.37667
33.21382,-117.37344
33.21382,-117.37344
33.21381,-117.37344
33.21382,-117.37344
33.21382,-117.37344
33.21452,-117.36434
33.21538,-117.36057
33.21708,-117.35947
33.21942,-117.35636
33.21959,-117.35505
33.21978,-117.35134
33.22002,-117.34813
33.22188,-117.3451
33.22821,-117.34123
33.23038,-117.34077
33.23763,-117.33972
33.23862,-117.33715
33.23954,-117.33618
33.23982,-117.33474
33.24036,-117.32899
33.24038,-117.32396
33.23991,-117.31745
33.23974,-117.30965
33.24008,-117.30736
33.24158,-117.30467
33.246,-117.29998
33.24956,-117.29808
33.25023,-117.29775
33.25014,-117.29746
33.24996,-117.29754
33.25021,-117.29832
33.25055,-117.29905
33.25081,-117.30021
33.25437,-117.29948
33.25484,-117.29939
33.25467,-117.29669
33.25467,-117.29665
33.25476,-117.29596
33.25544,-117.29442
33.25592,-117.29279
33.25604,-117.29176
33.25604,-117.29021
33.25562,-117.28837
33.25501,-117.28678
33.25832,-117.27738
33.25939,-117.2724
33.25943,-117.27124
33.25926,-117.26888
33.25926,-117.26802
33.26008,-117.26553
33.26016,-117.26429
33.25961,-117.26129
33.25982,-117.2597
33.26098,-117.25626
33.26293,-117.2533
33.26293,-117.2533
33.26293,-117.2533
33.26313,-117.253
33.26334,-117.25253
33.26347,-117.2521
33.26351,-117.25124
33.26347,-117.24609
33.26347,-117.24541
33.26347,-117.24524
33.2636,-117.24511
33.26347,-117.24498
33.2633,-117.24494
33.26227,-117.24489
33.26227,-117.24318
33.26231,-117.24257
33.26252,-117.24223
33.26291,-117.24172
33.26334,-117.24142
33.2636,-117.23901
33.26355,-117.23845
33.26325,-117.23708
33.26252,-117.23738
33.26214,-117.2379
33.26175,-117.23867
33.26141,-117.23888
33.26094,-117.2388
33.26042,-117.23833
33.25978,-117.23773
33.25954,-117.23753
33.25954,-117.23753
33.25954,-117.23753
33.25935,-117.23738
33.25905,-117.23742
33.25935,-117.23712
33.25969,-117.23635
33.25995,-117.23554
33.26012,-117.23541
33.26192,-117.23489
33.26574,-117.23318
33.26729,-117.23305
33.27115,-117.23305
33.27175,-117.23283
33.27244,-117.23232
33.27355,-117.23064
33.27394,-117.22979
33.27428,-117.22846
33.27493,-117.22738
33.27626,-117.22605
33.27694,-117.22425
33.27737,-117.22318
33.27862,-117.22172
33.28231,-117.2185
33.28278,-117.21837
33.28334,-117.21859
33.28441,-117.21966
33.28587,-117.2206
33.28634,-117.22077
33.28699,-117.22082
33.28789,-117.22069
33.28862,-117.22
33.28965,-117.21743
33.29012,-117.21648
33.29029,-117.21588
33.29042,-117.21511
33.29038,-117.21429
33.29027,-117.21383
33.29016,-117.21339
33.28857,-117.21095
33.28754,-117.20996
33.28656,-117.20901
33.286,-117.20824
33.2848,-117.20618
33.28372,-117.20369
33.28308,-117.20172
33.28278,-117.20026
33.28068,-117.2003
33.28055,-117.20005
33.28016,-117.19975
33.27965,-117.19957
33.27896,-117.19816
33.27862,-117.1979
33.27802,-117.1979
33.27733,-117.19571
33.27793,-117.1952
33.27802,-117.1949
33.27754,-117.19412
33.27707,-117.19404
33.27694,-117.19331
33.27686,-117.1906
33.27652,-117.18945
33.27664,-117.1888
33.27664,-117.18799
33.27673,-117.1876
33.27686,-117.18743
33.27656,-117.18709
33.27634,-117.18653
33.2754,-117.18515
33.27523,-117.18494
33.27471,-117.18477
33.27433,-117.18438
33.2739,-117.18357
33.27278,-117.18151
33.27274,-117.18039
33.27218,-117.17739
33.27192,-117.1755
33.27175,-117.17507
33.27132,-117.17464
33.27111,-117.1743
33.27076,-117.17314
33.27046,-117.17258
33.26982,-117.17181
33.26896,-117.17116
33.26836,-117.17018
33.26755,-117.1697
33.2672,-117.16928
33.2669,-117.16842
33.26686,-117.1679
33.26712,-117.1652
33.26707,-117.16443
33.26673,-117.16365
33.26639,-117.16241
33.26669,-117.16031
33.26664,-117.1591
33.2666,-117.1585
33.2666,-117.15842
33.2666,-117.15807
33.26652,-117.15696
33.26506,-117.15678
33.26506,-117.15677
33.26506,-117.15678
33.26291,-117.15653
33.25943,-117.15554
33.25647,-117.15451
33.25493,-117.15425
33.25437,-117.15417
33.25278,-117.15387
33.25253,-117.15383
33.25047,-117.1534
33.25102,-117.15082
33.25107,-117.15005
33.25089,-117.14893
33.25047,-117.14782
33.24974,-117.14636
33.24961,-117.14597
33.24952,-117.14516
33.24961,-117.14481
33.24978,-117.14374
33.24995,-117.14155
33.24978,-117.14026
33.24956,-117.13923
33.24961,-117.13795
33.25012,-117.13606
33.25081,-117.1349
33.25111,-117.13451
33.25141,-117.13396
33.25171,-117.13271
33.25158,-117.13112
33.25145,-117.12885
33.25162,-117.12559
33.25137,-117.11898
33.25154,-117.11786
33.25115,-117.11537
33.25137,-117.11387
33.25141,-117.11391
33.2515,-117.11387
33.2518,-117.1137
33.25171,-117.11314
33.25235,-117.11194
33.25244,-117.11147
33.25197,-117.11031
33.25175,-117.10962
33.2515,-117.10949
33.25115,-117.10962
33.25077,-117.10962
33.25064,-117.10954
33.25055,-117.10937
33.25064,-117.10872
33.25119,-117.10834
33.25158,-117.10791
33.25167,-117.10576
33.25162,-117.10572
33.25154,-117.10572
33.25145,-117.10576
33.25102,-117.10636
33.25089,-117.10636
33.25085,-117.10632
33.25081,-117.10628
33.25081,-117.10623
33.25111,-117.1052
33.25115,-117.10447
33.25137,-117.10379
33.25154,-117.10138
33.2518,-117.1007
33.25188,-117.10052
33.25201,-117.10044
33.25278,-117.10031
33.25257,-117.09872
33.253,-117.09636
33.2533,-117.09516
33.25329,-117.09516
33.2533,-117.09516
33.25343,-117.09465
33.25364,-117.09366
33.25386,-117.09327
33.25407,-117.0928
33.25501,-117.09138
33.25566,-117.09053
33.256,-117.08992
33.25626,-117.08889
33.25634,-117.08761
33.2563,-117.0855
33.2563,-117.08529
33.2563,-117.08263
33.25613,-117.08035
33.25613,-117.07817
33.25673,-117.07688
33.25699,-117.07636
33.25707,-117.07641
33.25729,-117.07555
33.25716,-117.07465
33.25562,-117.07211
33.25536,-117.07143
33.2554,-117.07031
33.25544,-117.07023
33.25596,-117.06903
33.25574,-117.06808
33.25493,-117.06675
33.25457,-117.06637
33.25457,-117.06637
33.25457,-117.06637
33.25437,-117.06615
33.25222,-117.06418
33.25218,-117.06405
33.25175,-117.06293
33.25128,-117.06199
33.24948,-117.06001
33.24918,-117.05928
33.24901,-117.05804
33.24862,-117.05722
33.24755,-117.05559
33.24699,-117.05491
33.24643,-117.05456
33.24411,-117.05426
33.24386,-117.05439
33.24356,-117.05491
33.24334,-117.05495
33.24278,-117.05456
33.24248,-117.05461
33.2412,-117.05525
33.24094,-117.05529
33.24072,-117.05525
33.24025,-117.05508
33.23862,-117.05396
33.23832,-117.05366
33.23682,-117.05203
33.23575,-117.05074
33.23454,-117.04976
33.23386,-117.0492
33.23326,-117.0483
33.23287,-117.04705
33.23223,-117.04619
33.23145,-117.04568
33.23055,-117.04499
33.23021,-117.04456
33.22987,-117.04392
33.22948,-117.04328
33.22888,-117.04272
33.22828,-117.04237
33.22772,-117.04225
33.22648,-117.0422
33.22467,-117.0422
33.22364,-117.04212
33.223,-117.04182
33.22278,-117.0416
33.22266,-117.04139
33.22236,-117.04079
33.22227,-117.04031
33.22223,-117.03667
33.22266,-117.03692
